cpu_usage,memory_usage,disk_read_iops,disk_write_iops,network_in,network_out,disk_read_latency,disk_write_latency,disk_free_space,packet_loss,network_latency,query_execution_time,active_connections,http_requests_per_sec,backend_latency,label,timestamp
73.07,18GB,454,433,48GB,10GB,1.43,3.32,619GB,0.54,58.45,63.61,151,1771,376.92,1,2025-04-20 04:20:46.811021
46.26,20GB,112,351,27GB,31GB,3.14,3.18,599GB,0.84,67.19,113.35,11,1724,130.98,1,2025-04-20 04:21:01.811021
92.07,129GB,4235,4404,314GB,469GB,77.62,31.19,8GB,30.24,692.19,1073.82,3634,16475,3006.7,-1,2025-04-20 04:21:16.811021
32.35,6GB,417,282,34GB,6GB,1.26,4.47,416GB,0.05,65.91,26.03,330,990,274.55,1,2025-04-20 04:21:31.811021
11.76,25GB,247,306,47GB,48GB,3.41,2.67,739GB,0.84,28.77,120.82,10,1521,215.4,1,2025-04-20 04:21:46.811021
33.4,16GB,321,394,47GB,8GB,1.54,3.16,436GB,0.02,86.61,76.18,88,770,301.23,1,2025-04-20 04:22:01.811021
16.52,29GB,288,329,42GB,24GB,2.17,2.19,235GB,0.41,42.45,115.53,106,1053,306.26,1,2025-04-20 04:22:16.811021
63.6,10GB,243,155,24GB,5GB,3.47,3.64,585GB,0.4,28.76,82.48,119,1149,250.53,1,2025-04-20 04:22:31.811021
50.38,11GB,411,404,7GB,31GB,3.46,1.3,698GB,0.64,46.01,195.91,228,535,219.51,1,2025-04-20 04:22:46.811021
43.68,15GB,235,247,7GB,21GB,4.42,2.92,279GB,0.47,50.91,133.75,410,292,301.62,1,2025-04-20 04:23:01.811021
103.29,222GB,2972,3780,215GB,389GB,39.99,54.79,6GB,49.25,978.23,1403.67,4399,15119,3052.64,-1,2025-04-20 04:23:16.811021
24.44,12GB,403,301,9GB,16GB,3.44,2.19,103GB,0.93,47.6,152.18,75,1969,368.12,1,2025-04-20 04:23:31.811021
47.19,31GB,175,348,19GB,45GB,2.57,2.16,632GB,0.62,89.56,89.09,42,1835,387.19,1,2025-04-20 04:23:46.811021
63.5,25GB,481,67,6GB,28GB,2.93,2.65,267GB,0.58,44.51,140.4,23,444,220.31,1,2025-04-20 04:24:01.811021
118.11,219GB,2004,4039,181GB,338GB,38.49,24.71,2GB,10.46,1545.62,1994.96,2127,24137,4616.62,-1,2025-04-20 04:24:16.811021
71.16,15GB,288,93,49GB,16GB,1.12,1.98,160GB,0.29,32.92,38.36,166,1407,179.3,1,2025-04-20 04:24:31.811021
78.68,21GB,292,421,43GB,40GB,4.24,4.3,460GB,0.8,16.25,50.03,314,963,142.88,1,2025-04-20 04:24:46.811021
30.11,20GB,266,498,49GB,14GB,3.8,2.79,614GB,0.3,85.52,23.79,428,609,107.29,1,2025-04-20 04:25:01.811021
74.27,8GB,314,424,5GB,11GB,4.74,2.85,114GB,0.93,99.78,154.72,65,642,213.49,1,2025-04-20 04:25:16.811021
30.74,31GB,349,399,40GB,27GB,2.08,2.01,280GB,0.47,38.22,35.01,130,1070,389.98,1,2025-04-20 04:25:31.811021
47.35,22GB,280,429,29GB,32GB,2.65,4.73,583GB,0.16,89.37,21.11,93,832,230.88,1,2025-04-20 04:25:46.811021
31.38,15GB,81,242,42GB,29GB,1.62,2.85,137GB,0.45,45.46,81.91,383,301,256.26,1,2025-04-20 04:26:01.811021
13.74,16GB,170,417,35GB,12GB,4.27,4.21,675GB,0.4,64.62,54.21,42,1446,153.83,1,2025-04-20 04:26:16.811021
70.1,5GB,258,437,32GB,39GB,4.96,4.6,709GB,0.83,97.35,57.46,480,1820,137.17,1,2025-04-20 04:26:31.811021
43.77,14GB,313,371,18GB,34GB,1.34,1.34,755GB,1.0,16.41,16.18,264,1718,134.85,1,2025-04-20 04:26:46.811021
50.48,18GB,272,275,29GB,17GB,4.06,2.96,311GB,0.33,17.74,198.55,140,1038,395.95,1,2025-04-20 04:27:01.811021
24.67,28GB,172,375,25GB,33GB,3.18,1.39,271GB,0.2,46.24,117.55,416,1369,191.34,1,2025-04-20 04:27:16.811021
28.77,23GB,195,174,31GB,8GB,2.4,3.06,571GB,0.61,34.62,41.74,408,432,63.83,1,2025-04-20 04:27:31.811021
44.8,11GB,373,187,12GB,9GB,4.48,3.33,340GB,0.83,73.46,139.2,174,1533,74.3,1,2025-04-20 04:27:46.811021
77.17,12GB,312,175,25GB,14GB,3.06,4.7,464GB,0.98,19.29,62.12,430,1074,293.78,1,2025-04-20 04:28:01.811021
26.86,23GB,266,426,49GB,42GB,1.66,1.77,774GB,0.17,27.64,63.43,273,1214,306.83,1,2025-04-20 04:28:16.811021
27.08,7GB,282,159,40GB,31GB,2.66,2.15,793GB,0.2,90.91,188.17,496,1163,321.0,1,2025-04-20 04:28:31.811021
23.15,16GB,365,318,9GB,41GB,2.18,4.57,355GB,0.5,16.73,76.63,230,1656,232.17,1,2025-04-20 04:28:46.811021
27.21,30GB,119,218,15GB,36GB,2.94,1.48,113GB,0.53,79.68,169.2,491,716,160.35,1,2025-04-20 04:29:01.811021
77.05,23GB,328,473,32GB,27GB,4.8,2.23,669GB,0.33,61.47,134.24,213,1785,259.49,1,2025-04-20 04:29:16.811021
26.02,27GB,353,370,24GB,6GB,4.47,4.5,642GB,0.09,20.73,82.16,174,189,178.7,1,2025-04-20 04:29:31.811021
20.25,30GB,310,123,40GB,35GB,2.33,4.99,575GB,0.87,75.54,168.07,463,1786,89.07,1,2025-04-20 04:29:46.811021
36.85,18GB,133,337,18GB,41GB,1.73,1.76,291GB,0.28,31.89,16.12,471,1179,130.69,1,2025-04-20 04:30:01.811021
53.11,17GB,142,392,36GB,22GB,2.26,2.35,394GB,0.25,86.56,14.08,19,1601,196.58,1,2025-04-20 04:30:16.811021
66.31,26GB,428,238,13GB,6GB,4.45,4.2,431GB,0.18,64.42,29.58,404,454,163.13,1,2025-04-20 04:30:31.811021
18.91,20GB,499,391,42GB,38GB,1.6,1.42,687GB,0.51,89.15,73.0,127,1170,366.74,1,2025-04-20 04:30:46.811021
34.86,6GB,443,205,31GB,25GB,1.68,4.81,614GB,0.86,33.37,121.18,55,1976,204.41,1,2025-04-20 04:31:01.811021
104.97,143GB,3951,3316,456GB,344GB,79.2,93.79,8GB,46.27,1209.93,1881.45,2720,19771,2340.87,-1,2025-04-20 04:31:16.811021
18.34,8GB,121,192,46GB,46GB,4.39,2.31,628GB,0.84,87.24,20.05,318,1418,127.11,1,2025-04-20 04:31:31.811021
44.17,9GB,261,383,31GB,39GB,1.56,1.02,329GB,0.71,26.18,86.5,164,181,317.92,1,2025-04-20 04:31:46.811021
55.82,10GB,190,290,24GB,30GB,2.44,1.95,162GB,0.15,53.03,14.7,243,1192,132.05,1,2025-04-20 04:32:01.811021
62.74,27GB,226,248,47GB,34GB,2.9,2.68,112GB,0.33,21.06,22.72,369,1630,265.38,1,2025-04-20 04:32:16.811021
95.5,248GB,4771,2071,212GB,325GB,82.33,32.32,5GB,29.93,1629.01,2698.88,2171,21734,4141.36,-1,2025-04-20 04:32:31.811021
41.5,14GB,356,74,33GB,41GB,1.65,2.26,273GB,0.18,20.79,190.42,229,1115,100.72,1,2025-04-20 04:32:46.811021
48.78,13GB,439,260,25GB,33GB,4.08,3.67,722GB,0.01,40.17,93.6,435,1099,268.14,1,2025-04-20 04:33:01.811021
34.39,4GB,262,322,30GB,46GB,3.59,4.32,657GB,0.39,48.37,70.63,383,462,119.91,1,2025-04-20 04:33:16.811021
65.74,7GB,122,168,12GB,31GB,3.1,3.09,631GB,0.43,71.21,139.66,316,1515,394.33,1,2025-04-20 04:33:31.811021
49.64,14GB,343,465,42GB,16GB,1.42,4.31,770GB,0.93,48.28,58.83,78,272,131.81,1,2025-04-20 04:33:46.811021
30.46,26GB,199,279,22GB,42GB,1.67,2.32,557GB,0.55,82.27,96.92,285,1549,110.0,1,2025-04-20 04:34:01.811021
69.67,18GB,407,104,34GB,7GB,2.61,4.53,767GB,0.08,10.93,40.78,86,1279,292.48,1,2025-04-20 04:34:16.811021
46.32,8GB,472,149,31GB,31GB,2.25,2.95,436GB,0.03,14.14,179.06,495,539,398.05,1,2025-04-20 04:34:31.811021
34.71,16GB,420,191,36GB,13GB,3.92,3.86,544GB,0.95,23.49,197.87,182,806,237.98,1,2025-04-20 04:34:46.811021
74.57,21GB,157,260,49GB,10GB,4.62,2.7,152GB,0.94,34.21,103.34,330,1657,138.66,1,2025-04-20 04:35:01.811021
59.51,18GB,433,78,37GB,22GB,3.81,1.33,527GB,0.45,11.22,134.55,212,521,310.37,1,2025-04-20 04:35:16.811021
34.17,18GB,289,75,20GB,20GB,1.87,4.83,209GB,0.22,55.7,58.31,97,813,101.83,1,2025-04-20 04:35:31.811021
78.38,4GB,401,169,30GB,24GB,4.78,3.33,780GB,0.93,70.95,130.93,319,1283,271.02,1,2025-04-20 04:35:46.811021
11.78,8GB,476,288,39GB,10GB,4.72,1.35,152GB,0.46,27.43,74.21,431,221,170.0,1,2025-04-20 04:36:01.811021
96.12,188GB,2513,3916,398GB,228GB,64.79,48.92,8GB,46.87,890.13,2161.98,4542,22596,2706.03,-1,2025-04-20 04:36:16.811021
30.97,30GB,212,485,10GB,17GB,4.18,3.89,727GB,0.54,11.54,74.42,481,1901,312.3,1,2025-04-20 04:36:31.811021
58.24,18GB,152,433,29GB,17GB,3.32,4.75,767GB,0.25,56.33,137.67,262,1854,194.47,1,2025-04-20 04:36:46.811021
53.2,26GB,65,339,36GB,38GB,4.04,1.05,231GB,0.24,13.9,24.67,85,1410,381.84,1,2025-04-20 04:37:01.811021
112.18,252GB,2645,3769,336GB,412GB,33.23,65.03,6GB,28.91,929.92,2243.19,3893,27404,2967.49,-1,2025-04-20 04:37:16.811021
42.71,6GB,261,77,19GB,21GB,2.08,4.58,630GB,0.28,90.98,159.94,241,889,395.54,1,2025-04-20 04:37:31.811021
64.74,6GB,496,265,8GB,34GB,1.38,2.49,367GB,0.85,97.48,21.53,427,430,332.96,1,2025-04-20 04:37:46.811021
68.95,10GB,124,192,29GB,37GB,4.69,2.65,261GB,0.66,36.18,145.09,97,1759,340.22,1,2025-04-20 04:38:01.811021
71.69,17GB,149,288,30GB,6GB,2.28,1.57,106GB,0.29,94.67,164.38,357,1730,332.07,1,2025-04-20 04:38:16.811021
39.34,25GB,312,377,6GB,7GB,4.48,2.27,220GB,0.4,32.07,43.14,263,1055,216.95,1,2025-04-20 04:38:31.811021
53.3,21GB,95,68,26GB,6GB,2.54,1.28,132GB,1.0,72.82,15.04,97,1463,147.07,1,2025-04-20 04:38:46.811021
50.02,24GB,55,123,33GB,36GB,3.06,2.69,696GB,0.41,89.44,60.8,106,724,198.08,1,2025-04-20 04:39:01.811021
55.86,11GB,430,335,34GB,18GB,2.72,4.35,461GB,0.08,73.48,36.35,61,1659,66.91,1,2025-04-20 04:39:16.811021
14.59,4GB,152,430,43GB,46GB,2.17,3.48,126GB,0.3,73.42,188.66,282,890,395.15,1,2025-04-20 04:39:31.811021
32.01,11GB,435,256,49GB,41GB,4.7,4.8,447GB,0.12,96.5,71.92,236,770,256.41,1,2025-04-20 04:39:46.811021
51.26,28GB,83,226,39GB,27GB,3.49,2.47,188GB,0.82,25.93,61.91,318,1674,265.76,1,2025-04-20 04:40:01.811021
56.82,24GB,136,446,44GB,21GB,2.61,4.28,775GB,0.38,43.23,138.33,197,474,162.36,1,2025-04-20 04:40:16.811021
38.78,21GB,173,178,32GB,44GB,1.38,2.87,556GB,0.09,57.29,162.83,260,1771,55.49,1,2025-04-20 04:40:31.811021
15.72,22GB,82,106,44GB,20GB,4.22,4.79,598GB,0.32,96.56,69.14,474,1890,201.42,1,2025-04-20 04:40:46.811021
65.43,24GB,288,102,19GB,12GB,3.67,4.5,276GB,0.67,81.31,136.49,56,1154,358.46,1,2025-04-20 04:41:01.811021
59.65,14GB,420,162,36GB,39GB,4.99,4.88,736GB,0.75,92.74,173.1,94,1106,380.15,1,2025-04-20 04:41:16.811021
106.38,136GB,3367,3218,340GB,463GB,68.38,95.46,5GB,47.69,593.34,1963.65,3000,27653,4423.29,-1,2025-04-20 04:41:31.811021
19.81,10GB,51,376,5GB,49GB,3.87,1.79,696GB,0.48,91.69,18.5,493,186,296.36,1,2025-04-20 04:41:46.811021
24.72,7GB,100,163,23GB,17GB,1.64,1.77,638GB,0.55,87.0,52.38,145,552,296.13,1,2025-04-20 04:42:01.811021
21.43,13GB,242,228,13GB,21GB,4.35,2.65,482GB,0.65,80.76,62.12,260,1155,365.67,1,2025-04-20 04:42:16.811021
23.98,6GB,370,152,27GB,8GB,3.24,2.03,583GB,0.49,17.55,90.96,157,1644,222.25,1,2025-04-20 04:42:31.811021
30.3,29GB,168,477,16GB,6GB,4.64,3.5,422GB,0.23,89.32,189.37,230,1488,88.49,1,2025-04-20 04:42:46.811021
22.69,9GB,147,322,13GB,30GB,3.86,3.5,261GB,0.22,44.99,72.59,266,435,235.35,1,2025-04-20 04:43:01.811021
34.73,12GB,458,52,27GB,33GB,2.74,1.37,518GB,0.65,40.15,145.04,368,1594,322.91,1,2025-04-20 04:43:16.811021
45.87,10GB,130,309,25GB,7GB,3.33,2.65,376GB,0.91,78.05,159.49,268,1270,234.44,1,2025-04-20 04:43:31.811021
50.75,17GB,131,432,35GB,32GB,4.66,4.53,180GB,0.5,60.57,174.1,273,896,95.81,1,2025-04-20 04:43:46.811021
49.33,19GB,98,209,6GB,41GB,2.12,1.15,254GB,0.94,41.55,176.69,174,937,268.53,1,2025-04-20 04:44:01.811021
31.73,30GB,444,100,5GB,7GB,3.13,3.94,589GB,0.93,50.51,186.76,278,1293,238.34,1,2025-04-20 04:44:16.811021
65.0,30GB,238,322,47GB,9GB,2.67,3.32,533GB,0.2,26.65,36.37,223,1085,197.82,1,2025-04-20 04:44:31.811021
68.73,19GB,386,446,10GB,6GB,2.23,4.51,164GB,0.18,66.3,70.89,241,929,147.83,1,2025-04-20 04:44:46.811021
10.65,14GB,77,61,19GB,27GB,1.14,2.76,572GB,0.99,52.6,115.8,79,691,213.33,1,2025-04-20 04:45:01.811021
52.91,24GB,408,56,49GB,48GB,3.49,4.65,767GB,0.15,53.62,179.67,164,468,182.78,1,2025-04-20 04:45:16.811021
19.15,22GB,334,86,8GB,29GB,2.85,1.22,447GB,0.62,24.81,142.45,304,1190,231.58,1,2025-04-20 04:45:31.811021
10.1,26GB,216,494,31GB,34GB,1.55,3.38,563GB,0.63,48.28,10.52,392,1139,295.41,1,2025-04-20 04:45:46.811021
42.38,29GB,66,290,16GB,44GB,2.9,2.39,525GB,0.95,93.03,20.87,280,1845,304.08,1,2025-04-20 04:46:01.811021
60.96,30GB,284,229,47GB,31GB,1.56,3.28,157GB,0.86,35.46,158.05,121,1024,140.65,1,2025-04-20 04:46:16.811021
90.76,138GB,2841,3313,268GB,229GB,85.84,48.91,3GB,12.92,791.7,2239.69,4534,15840,3418.04,-1,2025-04-20 04:46:31.811021
49.14,12GB,110,87,7GB,42GB,3.52,1.98,632GB,0.25,26.42,79.19,238,686,286.98,1,2025-04-20 04:46:46.811021
26.56,23GB,466,102,34GB,23GB,2.81,2.09,730GB,0.32,96.71,120.37,322,1455,97.86,1,2025-04-20 04:47:01.811021
54.84,16GB,493,206,10GB,10GB,1.35,2.65,356GB,0.58,16.27,97.51,277,1044,172.64,1,2025-04-20 04:47:16.811021
49.95,10GB,95,155,9GB,48GB,1.96,2.89,438GB,0.02,40.43,89.17,89,310,58.34,1,2025-04-20 04:47:31.811021
71.84,26GB,243,373,5GB,32GB,1.02,2.3,729GB,0.7,45.29,28.45,495,1557,384.36,1,2025-04-20 04:47:46.811021
24.62,10GB,148,201,29GB,21GB,1.99,3.77,100GB,0.56,28.9,52.08,432,202,196.56,1,2025-04-20 04:48:01.811021
42.27,7GB,454,359,19GB,43GB,1.94,2.0,696GB,0.19,45.49,182.62,348,620,185.52,1,2025-04-20 04:48:16.811021
63.45,20GB,264,424,31GB,10GB,2.98,3.39,451GB,0.31,18.83,84.15,386,1004,329.66,1,2025-04-20 04:48:31.811021
40.25,21GB,319,94,31GB,8GB,3.11,3.52,273GB,0.62,12.08,127.27,295,1060,173.01,1,2025-04-20 04:48:46.811021
50.6,4GB,278,489,44GB,7GB,1.15,1.93,262GB,0.82,62.56,128.05,461,1136,373.85,1,2025-04-20 04:49:01.811021
43.74,13GB,309,88,43GB,30GB,4.68,3.84,177GB,0.83,59.24,196.92,233,792,397.49,1,2025-04-20 04:49:16.811021
72.8,26GB,311,486,47GB,12GB,2.73,1.09,514GB,0.96,66.83,171.35,349,150,325.67,1,2025-04-20 04:49:31.811021
66.23,10GB,483,70,45GB,29GB,3.01,2.17,575GB,0.55,61.09,123.67,392,984,188.58,1,2025-04-20 04:49:46.811021
56.27,14GB,145,202,9GB,27GB,2.6,3.91,546GB,0.54,41.78,12.06,243,1842,65.54,1,2025-04-20 04:50:01.811021
49.79,31GB,148,450,42GB,36GB,4.02,3.66,796GB,0.59,68.88,172.58,54,1021,165.93,1,2025-04-20 04:50:16.811021
10.11,18GB,375,193,37GB,40GB,3.58,2.41,690GB,0.02,75.18,126.86,250,1072,272.66,1,2025-04-20 04:50:31.811021
13.08,27GB,219,449,9GB,36GB,4.15,1.92,646GB,0.0,81.89,174.45,351,534,130.4,1,2025-04-20 04:50:46.811021
52.64,4GB,475,252,42GB,44GB,1.86,4.52,578GB,0.51,32.42,20.98,44,511,265.49,1,2025-04-20 04:51:01.811021
58.25,31GB,94,89,40GB,41GB,4.39,2.41,568GB,0.5,12.85,70.46,179,894,63.91,1,2025-04-20 04:51:16.811021
21.31,20GB,91,115,35GB,34GB,2.34,4.57,261GB,0.87,29.91,117.93,107,259,300.3,1,2025-04-20 04:51:31.811021
33.47,13GB,66,235,42GB,27GB,1.86,4.75,597GB,0.37,28.41,148.83,330,1856,221.41,1,2025-04-20 04:51:46.811021
33.95,15GB,171,371,32GB,16GB,4.72,4.65,612GB,0.39,24.87,56.53,410,268,252.24,1,2025-04-20 04:52:01.811021
17.3,18GB,302,481,9GB,20GB,4.16,2.63,448GB,0.47,13.71,80.34,246,1633,197.33,1,2025-04-20 04:52:16.811021
56.4,29GB,377,494,26GB,20GB,2.79,4.29,452GB,0.94,87.96,77.23,44,445,398.41,1,2025-04-20 04:52:31.811021
25.12,28GB,61,143,48GB,16GB,1.79,4.26,226GB,0.56,87.62,62.57,165,1747,323.11,1,2025-04-20 04:52:46.811021
11.47,12GB,71,449,12GB,47GB,1.59,2.86,457GB,0.66,68.3,122.42,323,1847,224.77,1,2025-04-20 04:53:01.811021
43.26,5GB,399,413,17GB,38GB,1.09,2.08,411GB,0.86,43.6,178.97,68,449,79.45,1,2025-04-20 04:53:16.811021
35.58,12GB,459,78,25GB,29GB,4.75,4.51,107GB,0.48,47.64,184.57,72,881,260.62,1,2025-04-20 04:53:31.811021
112.02,116GB,2348,2274,311GB,271GB,28.02,92.04,8GB,29.69,1846.77,1617.05,2383,25759,3929.12,-1,2025-04-20 04:53:46.811021
63.37,13GB,108,207,33GB,24GB,4.13,4.7,475GB,0.88,85.67,162.31,152,1195,287.66,1,2025-04-20 04:54:01.811021
36.34,27GB,309,411,49GB,16GB,1.69,1.4,781GB,0.72,91.03,44.86,239,748,259.02,1,2025-04-20 04:54:16.811021
24.36,5GB,436,98,44GB,37GB,4.56,3.89,557GB,0.1,68.92,87.72,490,861,106.18,1,2025-04-20 04:54:31.811021
34.42,28GB,110,267,34GB,23GB,2.56,3.17,662GB,0.44,21.36,80.54,96,1231,349.36,1,2025-04-20 04:54:46.811021
20.81,19GB,275,100,24GB,19GB,1.31,4.98,120GB,0.77,28.19,159.1,353,1190,249.73,1,2025-04-20 04:55:01.811021
77.3,23GB,360,467,40GB,45GB,4.41,4.72,223GB,0.55,67.28,82.88,203,1858,391.53,1,2025-04-20 04:55:16.811021
37.95,27GB,116,267,5GB,10GB,4.61,4.71,332GB,0.44,47.5,113.45,268,869,156.65,1,2025-04-20 04:55:31.811021
49.92,15GB,396,448,29GB,37GB,3.52,1.55,388GB,0.53,78.2,26.39,77,991,56.49,1,2025-04-20 04:55:46.811021
54.14,19GB,181,215,5GB,25GB,3.51,1.4,274GB,0.14,62.32,197.64,88,1394,173.85,1,2025-04-20 04:56:01.811021
68.68,18GB,147,195,32GB,22GB,1.64,1.78,345GB,0.45,60.59,197.18,366,310,307.29,1,2025-04-20 04:56:16.811021
19.29,8GB,266,247,48GB,10GB,1.11,4.17,517GB,0.53,82.07,176.87,197,1096,240.39,1,2025-04-20 04:56:31.811021
38.72,18GB,468,429,25GB,25GB,4.58,3.52,274GB,0.31,12.4,32.12,316,1902,191.8,1,2025-04-20 04:56:46.811021
69.26,24GB,459,301,49GB,49GB,1.05,2.26,161GB,0.17,20.0,22.05,343,162,343.94,1,2025-04-20 04:57:01.811021
59.08,21GB,265,318,26GB,8GB,3.21,3.65,795GB,0.45,40.99,58.51,430,1031,275.78,1,2025-04-20 04:57:16.811021
30.16,28GB,410,490,23GB,35GB,4.84,1.3,766GB,0.4,68.51,140.36,15,1486,190.54,1,2025-04-20 04:57:31.811021
25.41,29GB,229,488,37GB,46GB,4.42,3.87,418GB,0.92,24.67,91.11,458,778,180.07,1,2025-04-20 04:57:46.811021
56.77,28GB,324,319,22GB,45GB,2.45,4.01,462GB,0.46,42.05,46.33,270,324,340.83,1,2025-04-20 04:58:01.811021
18.18,18GB,401,332,43GB,39GB,2.45,4.77,359GB,0.58,62.73,15.46,207,1699,239.47,1,2025-04-20 04:58:16.811021
13.99,21GB,277,497,31GB,47GB,3.41,2.6,212GB,0.34,55.8,91.53,256,1784,197.41,1,2025-04-20 04:58:31.811021
26.61,14GB,454,205,5GB,8GB,1.44,4.98,416GB,0.59,35.06,19.03,393,739,290.94,1,2025-04-20 04:58:46.811021
38.17,4GB,399,263,17GB,15GB,4.63,2.63,228GB,0.89,17.35,15.85,172,1222,291.15,1,2025-04-20 04:59:01.811021
54.93,16GB,238,320,11GB,33GB,3.79,3.14,142GB,0.19,98.79,71.04,299,806,378.68,1,2025-04-20 04:59:16.811021
48.18,15GB,353,155,6GB,26GB,4.12,4.28,266GB,0.18,70.97,126.24,379,715,170.51,1,2025-04-20 04:59:31.811021
18.98,9GB,297,237,46GB,18GB,3.0,1.11,676GB,0.19,30.42,46.24,71,1056,108.3,1,2025-04-20 04:59:46.811021
73.88,10GB,466,459,48GB,37GB,2.93,2.32,504GB,0.43,10.62,116.17,240,1978,287.1,1,2025-04-20 05:00:01.811021
50.98,8GB,496,119,27GB,30GB,1.36,1.23,641GB,0.61,34.66,101.56,259,665,227.55,1,2025-04-20 05:00:16.811021
74.27,13GB,149,293,5GB,27GB,4.12,2.83,104GB,0.95,32.71,43.71,97,654,79.93,1,2025-04-20 05:00:31.811021
60.26,11GB,240,470,34GB,18GB,2.36,1.65,572GB,0.9,32.07,147.16,220,1184,194.5,1,2025-04-20 05:00:46.811021
61.58,7GB,420,76,25GB,23GB,2.33,4.56,281GB,0.54,49.32,143.19,231,534,296.37,1,2025-04-20 05:01:01.811021
59.99,23GB,287,445,20GB,22GB,4.15,2.33,183GB,0.71,94.56,114.73,419,1166,325.37,1,2025-04-20 05:01:16.811021
66.72,11GB,94,483,18GB,12GB,3.42,2.08,797GB,0.13,27.84,86.47,192,543,317.55,1,2025-04-20 05:01:31.811021
14.62,31GB,492,118,25GB,9GB,3.57,2.82,530GB,0.01,64.7,77.26,315,166,366.86,1,2025-04-20 05:01:46.811021
116.06,156GB,2369,2606,416GB,346GB,32.98,64.2,3GB,25.18,598.56,2744.83,3561,22231,4413.35,-1,2025-04-20 05:02:01.811021
44.79,8GB,254,190,11GB,9GB,1.65,3.6,567GB,0.84,33.23,152.41,170,939,156.35,1,2025-04-20 05:02:16.811021
30.28,25GB,492,409,22GB,6GB,3.67,1.26,149GB,0.66,30.4,157.12,206,569,125.91,1,2025-04-20 05:02:31.811021
114.1,124GB,2915,4013,328GB,295GB,55.32,71.42,1GB,49.39,526.95,1036.38,4404,26335,4292.17,-1,2025-04-20 05:02:46.811021
70.95,16GB,304,358,27GB,23GB,3.63,1.4,561GB,0.79,78.16,46.71,264,326,256.81,1,2025-04-20 05:03:01.811021
42.49,13GB,106,192,5GB,32GB,2.77,1.57,305GB,0.58,80.46,68.02,41,172,273.28,1,2025-04-20 05:03:16.811021
112.12,98GB,2039,2282,186GB,456GB,22.73,99.98,4GB,21.54,1189.49,1679.56,4502,22648,4322.62,-1,2025-04-20 05:03:31.811021
15.89,14GB,479,282,36GB,35GB,1.62,2.64,517GB,0.23,33.97,126.96,497,926,151.53,1,2025-04-20 05:03:46.811021
14.48,29GB,333,387,37GB,31GB,4.92,4.39,581GB,0.92,46.7,145.25,466,886,208.37,1,2025-04-20 05:04:01.811021
20.64,20GB,230,317,11GB,10GB,4.66,4.96,167GB,0.92,73.16,133.58,465,237,279.64,1,2025-04-20 05:04:16.811021
53.93,31GB,202,165,9GB,48GB,1.97,2.25,350GB,0.34,43.47,143.45,38,484,272.53,1,2025-04-20 05:04:31.811021
33.02,14GB,327,280,28GB,8GB,1.6,1.86,738GB,0.06,53.77,196.82,240,940,298.6,1,2025-04-20 05:04:46.811021
47.86,21GB,156,488,48GB,11GB,4.54,3.82,605GB,0.29,42.41,126.62,481,1103,299.97,1,2025-04-20 05:05:01.811021
22.15,10GB,132,337,5GB,5GB,3.77,1.41,664GB,0.21,20.77,24.76,494,1661,112.36,1,2025-04-20 05:05:16.811021
75.1,29GB,134,348,8GB,37GB,4.54,3.71,402GB,0.46,50.75,29.1,358,1578,59.37,1,2025-04-20 05:05:31.811021
24.65,26GB,135,422,48GB,27GB,4.21,2.3,438GB,0.75,61.3,159.21,409,1283,215.52,1,2025-04-20 05:05:46.811021
10.58,19GB,129,312,10GB,22GB,2.2,2.71,656GB,0.5,78.88,51.43,433,1386,252.01,1,2025-04-20 05:06:01.811021
44.15,22GB,331,63,8GB,6GB,2.13,4.38,784GB,0.19,46.38,170.42,19,1852,149.81,1,2025-04-20 05:06:16.811021
16.26,26GB,154,228,39GB,41GB,3.15,3.42,553GB,0.53,53.18,159.85,247,887,332.92,1,2025-04-20 05:06:31.811021
41.9,15GB,264,70,30GB,39GB,3.05,3.1,671GB,0.03,83.02,118.08,370,1671,161.83,1,2025-04-20 05:06:46.811021
69.82,26GB,265,112,40GB,27GB,4.52,2.04,558GB,0.38,68.1,70.44,385,264,139.81,1,2025-04-20 05:07:01.811021
22.3,30GB,448,123,20GB,36GB,1.09,4.96,795GB,0.77,39.81,120.41,400,999,60.15,1,2025-04-20 05:07:16.811021
59.82,22GB,75,98,19GB,13GB,3.29,3.32,332GB,0.25,58.4,10.83,422,1224,147.42,1,2025-04-20 05:07:31.811021
40.85,31GB,379,147,17GB,25GB,1.2,2.67,252GB,0.97,94.58,184.62,216,688,90.64,1,2025-04-20 05:07:46.811021
19.55,4GB,491,161,30GB,37GB,1.13,3.79,161GB,0.17,18.63,48.55,358,961,254.52,1,2025-04-20 05:08:01.811021
32.72,24GB,276,377,24GB,39GB,4.09,3.01,455GB,0.58,90.78,100.35,235,1405,100.75,1,2025-04-20 05:08:16.811021
68.53,9GB,349,204,7GB,46GB,1.29,1.2,323GB,0.47,79.5,158.21,349,394,278.33,1,2025-04-20 05:08:31.811021
75.16,29GB,440,497,32GB,6GB,1.4,2.19,464GB,0.89,86.58,132.89,190,980,68.03,1,2025-04-20 05:08:46.811021
20.49,29GB,406,442,42GB,48GB,1.83,2.09,370GB,0.93,50.9,123.32,271,1257,272.19,1,2025-04-20 05:09:01.811021
77.46,30GB,191,123,46GB,23GB,3.87,1.18,665GB,0.67,45.96,86.13,238,225,186.46,1,2025-04-20 05:09:16.811021
